cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,class
410,0,0,5,2.093,584,11,0.943,1
384,0,0,5,1.734,552,11,1.804,1
280,0,0,4,0.354,450,11,1.804,1
393,0,0,4,1.48,552,11,0.888,1
347,0,0,4,1.913,544,11,0.888,1
317,0,0,4,1.078,481,11,0.888,1
249,0,0,5,1.404,502,11,1.804,1
379,0,0,4,1.917,562,11,0.888,1
279,0,0,5,1.802,606,11,0.943,1
263,0,0,5,2.104,531,11,0.943,1
411,0,0,5,1.273,538,11,0.888,1
469,0,0,5,1.42,500,11,1.804,1
371,0,0,4,1.464,529,11,0.888,1
397,0,0,5,2.749,592,11,0.888,1
341,0,0,4,1.277,578,11,0.888,1
408,0,0,5,1.571,529,11,0.943,1
414,0,0,5,3.302,637,11,0.943,1
379,0,0,4,2.037,646,11,1.804,1
313,0,0,4,1.014,482,11,0.888,1
479,0,0,4,1.528,546,11,0.888,1
446,0,0,5,2.924,680,11,0.943,1
271,0,0,5,1.38,495,11,0.943,1
371,0,0,5,1.225,515,11,0.888,1
261,0,0,4,0.549,455,11,0.943,1
249,0,0,4,0.501,397,11,0.888,1
451,0,0,5,1.583,590,11,0.888,1
297,0,0,5,1.675,562,11,0.943,1
319,0,0,5,1.313,489,11,1.804,1
347,0,0,5,0.409,469,11,0.888,1
244,0,0,4,1.392,523,11,0.888,1
260,0,0,4,1.364,431,11,0.943,1
376,0,0,4,1.333,534,11,0.888,1
240,0,0,5,0.437,435,11,1.804,1
446,0,0,5,1.81,619,11,0.888,1
365,0,0,5,1.882,643,11,1.804,1
382,0,0,5,0.151,475,11,0.888,1
219,0,0,4,1.13,442,11,0.943,1
377,0,0,5,2.299,591,11,1.804,1
412,0,0,4,1.086,570,11,1.804,1
238,0,0,4,0.99,435,11,0.943,1
370,0,0,5,0.569,495,11,0.888,1
265,0,0,5,1.917,480,11,0.943,1
345,0,0,4,1.838,562,11,0.888,1
335,0,0,4,2.097,621,11,1.804,1
395,0,0,5,1.547,518,11,0.888,1
423,0,0,4,2.252,609,11,1.804,1
295,0,0,5,1.273,475,11,0.888,1
189,0,0,4,0.521,367,11,0.888,1
361,0,0,4,2.459,605,11,0.943,1
284,0,0,5,1.436,607,11,1.804,1
328,0,0,5,1.894,528,11,1.804,1
408,0,0,4,1.4,546,11,0.888,1
287,0,0,4,1.388,531,11,0.943,1
429,0,0,4,2.073,659,11,0.943,1
309,0,0,5,0.736,537,11,0.943,1
315,0,0,4,1.945,612,11,0.888,1
435,0,0,5,1.838,537,11,1.804,1
406,0,0,4,1.77,519,11,1.804,1
381,0,0,5,1.571,591,11,0.888,1
270,0,0,4,0.732,420,11,0.888,1
268,0,0,5,1.233,517,11,0.888,1
406,0,0,5,1.814,646,11,1.804,1
288,0,0,4,0.795,476,11,1.804,1
368,0,0,4,1.277,524,11,1.804,1
389,0,0,5,1.921,548,11,0.888,1
278,0,0,5,2.132,558,11,0.943,1
321,0,0,4,1.894,632,11,0.943,1
417,0,0,4,1.412,561,11,0.943,1
338,0,0,4,1.627,527,11,1.804,1
245,0,0,5,1.496,481,11,0.888,1
321,0,0,5,1.086,512,11,0.943,1
268,0,0,5,1.965,597,11,0.888,1
419,0,0,4,0.839,502,11,0.888,1
292,0,0,4,0.891,477,11,1.804,1
291,0,0,4,1.48,482,11,0.888,1
457,0,0,4,1.611,605,11,0.888,1
362,0,0,5,1.703,518,11,0.888,1
466,0,0,4,2.61,646,11,0.943,1
353,0,0,5,1.937,572,11,0.888,1
264,0,0,5,1.372,510,11,0.888,1
319,0,0,5,1.615,531,11,1.804,1
333,0,0,4,1.563,557,11,0.943,1
506,0,0,5,3.37,640,11,0.888,1
360,0,0,5,0.529,467,11,1.804,1
386,0,0,4,1.734,481,11,1.804,1
414,0,0,4,1.802,509,11,0.888,1
444,0,0,4,1.225,531,11,0.943,1
416,0,0,4,2.236,670,11,0.888,1
222,0,0,4,1.169,481,11,0.888,1
366,0,0,5,1.524,602,11,0.888,1
357,0,0,5,1.703,586,11,0.888,1
294,0,0,5,1.285,500,11,0.943,1
263,0,0,4,0.553,387,11,1.804,1
226,0,0,4,1.066,517,11,0.943,1
305,0,0,4,1.229,538,11,1.804,1
412,0,0,5,1.846,656,11,0.943,1
372,0,0,4,1.766,533,11,0.943,1
214,0,0,5,1.078,511,11,0.943,1
371,0,0,5,1.169,447,11,0.943,1
411,0,0,4,1.754,567,11,1.804,1
425,0,0,5,1.496,580,11,0.943,1
384,0,0,5,1.444,504,11,0.943,1
407,0,0,4,2.467,637,11,0.943,1
347,0,0,5,1.476,517,11,0.888,1
358,0,0,4,2.745,556,11,0.943,1
262,0,0,5,1.452,519,11,0.888,1
484,0,0,4,2.57,649,11,0.943,1
287,0,0,5,1.484,571,11,1.804,1
386,0,0,5,1.814,536,11,0.943,1
390,0,0,4,1.842,517,11,0.888,1
330,0,0,5,1.177,473,11,0.888,1
409,0,0,4,1.663,578,11,0.943,1
259,0,0,4,1.909,533,11,1.804,1
333,0,0,4,2.116,589,11,0.943,1
288,0,0,4,0.756,485,11,0.888,1
258,0,0,5,1.138,524,11,0.943,1
283,0,0,5,0.998,493,11,1.804,1
307,0,0,4,1.611,587,11,0.888,1
308,0,0,5,1.344,512,11,0.943,1
315,0,0,5,1.229,423,11,0.943,1
295,0,0,5,1.985,573,11,0.943,1
289,0,0,5,2.053,553,11,0.888,1
354,0,0,5,1.878,516,11,1.804,1
441,0,0,5,2.037,675,11,0.943,1
333,0,0,4,1.925,551,11,0.888,1
293,0,0,5,1.042,553,11,0.943,1
263,0,0,4,0.712,458,11,0.943,1
318,0,0,4,1.957,541,11,0.888,1
466,0,0,5,2.972,718,11,1.804,1
335,0,0,4,1.89,552,11,1.804,1
412,0,0,4,1.599,593,11,1.804,1
314,0,0,5,0.688,603,11,0.888,1
251,0,0,4,1.321,508,11,0.888,1
280,0,0,5,1.189,561,11,0.888,1
463,0,0,4,2.534,724,11,0.888,1
281,0,0,4,0.724,529,11,0.888,1
383,0,0,4,0.867,565,11,1.804,1
475,0,0,4,1.333,491,11,0.888,1
483,0,0,5,2.626,733,11,0.888,1
228,0,0,4,0.39,429,11,1.804,1
348,0,0,4,2.013,549,11,0.888,1
299,0,0,5,0.859,521,11,0.943,1
271,0,0,4,1.297,492,11,1.804,1
375,0,0,4,2.335,653,11,0.888,1
378,0,0,4,1.169,564,11,0.888,1
226,0,0,4,1.504,508,11,0.943,1
279,0,0,5,0.318,512,11,0.943,1
466,0,0,5,2.797,613,11,0.888,1
279,0,0,4,1.4,506,11,0.888,1
510,0,0,4,3.091,655,11,1.804,1
364,0,0,5,1.623,524,11,1.804,1
309,0,0,4,0.573,453,11,0.943,1
428,0,0,5,2.689,621,11,1.804,1
319,0,0,5,1.138,587,11,0.943,1
400,0,0,4,1.933,588,11,1.804,1
325,0,0,5,0.664,494,11,0.943,1
407,0,0,5,1.583,588,11,0.888,1
415,0,0,4,2.029,628,11,0.888,1
382,0,0,5,2.339,664,11,0.943,1
284,0,0,5,1.396,514,11,1.804,1
279,0,0,4,0.931,451,11,0.888,1
325,0,0,4,0.807,465,11,1.804,1
381,0,0,4,1.969,570,11,0.888,1
455,0,0,4,1.718,558,11,0.888,1
276,0,0,4,1.193,470,11,0.888,1
360,0,0,4,3.119,664,11,1.804,1
370,0,0,4,0.7,537,11,1.804,1
403,0,0,5,1.321,518,11,1.804,1
264,0,0,4,1.022,519,11,0.943,1
223,0,0,4,1.42,573,11,1.804,1
425,0,0,5,1.83,592,11,1.804,1
356,0,0,5,0.254,499,11,0.888,1
478,0,0,5,2.132,583,11,0.943,1
330,0,0,4,1.277,550,11,0.888,1
351,0,0,5,0.326,425,11,0.888,1
407,0,0,4,1.842,588,11,0.888,1
304,0,0,5,1.126,492,11,1.804,1
344,0,0,4,1.985,507,11,0.943,1
240,0,0,4,1.5,438,11,0.888,1
321,0,0,5,1.317,528,11,0.943,1
316,0,0,5,1.822,575,11,0.888,1
201,0,0,5,0.322,416,11,0.943,1
399,0,0,5,1.961,542,11,0.888,1
328,0,0,4,1.273,507,11,0.943,1
356,0,0,4,0.708,549,11,0.943,1
466,0,0,5,2.077,509,11,1.804,1
365,0,0,4,1.313,552,11,1.804,1
354,0,0,4,2.65,612,11,1.804,1
383,0,0,5,2.065,588,11,1.804,1
419,0,0,4,1.949,576,11,1.804,1
326,0,0,4,0.879,483,11,0.888,1
570,0,0,4,2.801,772,11,0.943,1
283,0,0,5,0.33,391,11,0.943,1
388,0,0,4,2.053,508,11,0.943,1
281,0,0,4,1.078,559,11,1.804,1
389,0,0,5,0.815,471,11,1.804,1
417,0,0,5,2.638,609,11,0.943,1
405,0,0,4,1.886,593,11,1.804,1
438,0,0,5,1.496,658,11,0.888,1
293,0,0,4,0.811,388,11,1.804,1
316,0,0,4,0.286,444,11,0.943,1
338,0,0,5,1.591,566,11,0.888,1
244,0,0,5,2.053,532,11,0.943,1
317,0,0,4,1.603,582,11,0.943,1
273,0,0,5,0.048,397,11,0.943,1
265,0,0,5,0.127,463,11,0.888,1
415,0,0,4,1.671,596,11,0.888,1
458,0,0,5,2.307,643,11,1.804,1
405,0,0,4,2.347,660,11,0.943,1
503,0,0,4,2.853,694,11,0.943,1
320,0,0,4,1.305,442,11,0.888,1
406,0,0,4,1.603,538,11,0.888,1
298,0,0,5,0.596,500,11,0.888,1
443,0,0,4,1.631,555,11,0.888,1
377,0,0,4,1.297,452,11,0.888,1
301,0,0,5,2.104,617,11,0.943,1
389,0,0,4,2.526,598,11,0.888,1
322,0,0,4,1.977,567,11,0.888,1
428,0,0,5,2.646,589,11,1.804,1
329,0,0,5,0.867,429,11,1.804,1
372,0,0,4,1.313,483,11,0.888,1
312,0,0,4,0.449,475,11,0.888,1
464,0,0,5,2.55,616,11,0.943,1
394,0,0,5,2.212,640,11,0.888,1
281,0,0,5,0.732,519,11,0.943,1
244,0,0,4,0.616,462,11,1.804,1
496,0,0,5,2.669,639,11,0.943,1
449,0,0,5,1.301,510,11,1.804,1
372,0,0,4,1.854,475,11,1.804,1
429,0,0,4,1.623,552,11,1.804,1
356,0,0,4,1.655,627,11,1.804,1
463,0,0,5,2.463,679,11,0.888,1
344,0,0,4,1.177,570,11,1.804,1
404,0,0,5,1.981,581,11,0.888,1
260,0,0,4,2.053,540,11,0.943,1
484,0,0,5,2.837,599,11,0.888,1
364,0,0,4,1.528,533,11,0.943,1
308,0,0,5,1.786,502,11,0.943,1
295,0,0,5,1.929,569,11,1.804,1
324,0,0,5,1.189,515,11,0.943,1
500,0,0,5,1.679,543,11,0.888,1
450,0,0,4,1.707,575,11,1.804,1
349,0,0,4,1.428,532,11,0.888,1
396,0,0,5,1.468,499,11,1.804,1
455,0,0,5,2.837,666,11,0.943,1
307,0,0,5,1.177,504,11,0.888,1
401,0,0,4,2.112,590,11,0.943,1
209,0,0,4,0.163,462,11,0.943,1
1276,6,4,11,1.52,2314,6,0.888,0
895,6,4,11,0.847,2253,6,0.943,0
943,6,4,11,0.795,2270,6,0.888,0
1122,6,4,11,1.547,2245,6,0.888,0
1022,6,4,11,0.493,2089,6,0.888,0
1081,6,4,11,1.269,2273,6,0.943,0
939,6,4,11,0.752,2169,6,0.943,0
1113,6,4,11,1.321,2246,6,0.943,0
1132,6,4,11,1.516,2295,6,0.888,0
1049,6,4,11,1.114,2207,6,0.943,0
985,6,4,11,1.142,2262,6,0.888,0
1213,6,4,11,1.412,2322,6,0.888,0
1313,6,4,11,1.902,2244,6,0.943,0
1007,6,4,11,0.108,2124,6,0.888,0
1165,6,4,11,1.651,2374,6,0.943,0
1039,6,4,11,1.651,2277,6,0.943,0
1078,6,4,11,0.895,2116,6,0.943,0
1227,6,4,11,1.114,2220,6,0.943,0
895,6,4,11,0.664,2177,6,0.943,0
993,6,4,11,0.119,2039,6,0.943,0
1139,6,4,11,0.573,2249,6,0.888,0
914,6,4,11,0.994,2124,6,0.943,0
1000,6,4,11,1.265,2271,6,0.943,0
1076,6,4,11,1.138,2231,6,0.888,0
1312,6,4,11,0.752,2129,6,0.888,0
1102,6,4,11,1.05,2125,6,0.943,0
1021,6,4,11,1.313,2200,6,0.888,0
1194,6,4,11,0.947,2247,6,0.888,0
1205,6,4,11,1.213,2197,6,0.888,0
997,6,4,11,1.368,2323,6,0.888,0
1282,6,4,11,1.118,2313,6,0.943,0
1188,6,4,11,1.074,2179,6,0.943,0
962,6,4,11,0.445,2124,6,0.888,0
1086,6,4,11,1.098,2130,6,0.888,0
1116,6,4,11,1.794,2248,6,0.888,0
1045,6,4,11,0.557,2207,6,0.943,0
782,6,4,11,0.075,2079,6,0.888,0
1093,6,4,11,0.346,2189,6,0.888,0
1231,6,4,11,1.508,2384,6,0.888,0
713,6,4,11,0.915,2096,6,0.888,0
1290,6,4,11,0.899,2175,6,0.888,0
1432,6,4,11,1.126,2322,6,0.943,0
1156,6,4,11,0.437,2310,6,0.943,0
1119,6,4,11,1.134,2337,6,0.888,0
1212,6,4,11,0.779,2323,6,0.888,0
1186,6,4,11,1.428,2259,6,0.943,0
998,6,4,11,1.512,2127,6,0.943,0
1121,6,4,11,1.114,2257,6,0.888,0
1184,6,4,11,0.839,2220,6,0.943,0
1267,6,4,11,1.396,2368,6,0.888,0
1152,6,4,11,0.847,2211,6,0.888,0
888,6,4,11,1.026,2150,6,0.943,0
1020,6,4,11,1.364,2212,6,0.943,0
1067,6,4,11,0.998,2244,6,0.943,0
1200,6,4,11,1.181,2200,6,0.943,0
910,6,4,11,0.584,2174,6,0.943,0
1086,6,4,11,0.915,2371,6,0.888,0
1007,6,4,11,0.577,2134,6,0.943,0
1229,6,4,11,1.177,2211,6,0.943,0
1190,6,4,11,0.915,2157,6,0.943,0
875,6,4,11,0.549,2102,6,0.943,0
1131,6,4,11,0.294,2109,6,0.888,0
829,6,4,11,0.7,2178,6,0.888,0
985,6,4,11,0.891,2006,6,0.888,0
872,6,4,11,0.835,2208,6,0.888,0
1024,6,4,11,1.46,2342,6,0.888,0
1149,6,4,11,1.488,2416,6,0.888,0
1021,6,4,11,0.485,2157,6,0.943,0
908,6,4,11,0.927,2235,6,0.943,0
1071,6,4,11,0.823,2183,6,0.943,0
1134,6,4,11,0.891,2201,6,0.888,0
915,6,4,11,0.465,2148,6,0.888,0
1151,6,4,11,0.517,2132,6,0.943,0
944,6,4,11,0.819,2069,6,0.943,0
1004,6,4,11,1.432,2264,6,0.888,0
1203,6,4,11,1.79,2352,6,0.943,0
950,6,4,11,0.752,2199,6,0.888,0
1259,6,4,11,0.819,2189,6,0.943,0
974,6,4,11,1.404,2199,6,0.888,0
1150,6,4,11,1.118,2206,6,0.888,0
1006,6,4,11,1.038,2079,6,0.888,0
814,6,4,11,0.616,2141,6,0.943,0
1172,6,4,11,1.042,2140,6,0.943,0
1200,6,4,11,0.668,2168,6,0.888,0
968,6,4,11,0.199,1985,6,0.888,0
1064,6,4,11,0.752,2260,6,0.888,0
1052,6,4,11,0.883,2234,6,0.888,0
905,6,4,11,0.7,2156,6,0.943,0
1064,6,4,11,0.417,2211,6,0.888,0
997,6,4,11,1.13,2183,6,0.943,0
953,6,4,11,0.978,2169,6,0.888,0
1078,6,4,11,0.172,2062,6,0.943,0
819,6,4,11,0.596,2104,6,0.888,0
1301,6,4,11,0.644,2261,6,0.888,0
1070,6,4,11,0.943,2279,6,0.888,0
920,6,4,11,0.195,2156,6,0.943,0
1003,6,4,11,0.875,2225,6,0.888,0
1221,6,4,11,0.441,2139,6,0.943,0
929,6,4,11,0.839,2111,6,0.943,0
912,6,4,11,0.76,2116,6,0.943,0
926,6,4,11,1.356,2356,6,0.888,0
983,6,4,11,0.163,2138,6,0.888,0
911,6,4,11,0.107,2131,6,0.888,0
829,6,4,11,0.441,2100,6,0.888,0
1117,6,4,11,1.376,2339,6,0.888,0
1205,6,4,11,0.907,2206,6,0.943,0
1111,6,4,11,0.76,2200,6,0.888,0
1268,6,4,11,1.185,2322,6,0.888,0
918,6,4,11,0.955,2170,6,0.888,0
989,6,4,11,0.795,2095,6,0.943,0
1258,6,4,11,1.715,2343,6,0.943,0
1125,6,4,11,1.937,2361,6,0.888,0
1059,6,4,11,1.094,2257,6,0.888,0
1063,6,4,11,0.827,2256,6,0.943,0
1371,6,4,11,1.508,2427,6,0.943,0
1053,6,4,11,1.09,2240,6,0.943,0
1136,6,4,11,1.221,2257,6,0.888,0
1103,6,4,11,0,2182,6,0.888,0
1357,6,4,11,1.703,2350,6,0.943,0
1176,6,4,11,0.803,2243,6,0.888,0
942,6,4,11,0.099,2004,6,0.888,0
1293,6,4,11,1.683,2288,6,0.888,0
1109,6,4,11,1.352,2233,6,0.888,0
923,6,4,11,1.317,2440,6,0.943,0
1150,6,4,11,1.134,2252,6,0.888,0
878,6,4,11,0.485,2059,6,0.943,0
988,6,4,11,0.417,2128,6,0.943,0
1024,6,4,11,1.4,2156,6,0.943,0
899,6,4,11,0.517,2145,6,0.943,0
1097,6,4,11,0.664,2200,6,0.888,0
921,6,4,11,0.437,2165,6,0.943,0
1057,6,4,11,1.086,2244,6,0.888,0
1068,6,4,11,0.887,2169,6,0.888,0
1110,6,4,11,1.11,2259,6,0.943,0
932,6,4,11,0.465,2168,6,0.888,0
1281,6,4,11,1.412,2284,6,0.888,0
1088,6,4,11,0.843,2134,6,0.943,0
1041,6,4,11,1.13,2144,6,0.943,0
992,6,4,11,0.855,2184,6,0.888,0
1031,6,4,11,0.927,2274,6,0.943,0
1147,6,4,11,1.257,2210,6,0.943,0
1164,6,4,11,0.939,2191,6,0.943,0
1246,6,4,11,1.4,2386,6,0.888,0
1218,6,4,11,1.233,2214,6,0.888,0
1034,6,4,11,0.417,2158,6,0.888,0
1048,6,4,11,1.134,2278,6,0.943,0
986,6,4,11,0.144,2047,6,0.943,0
978,6,4,11,0.859,2102,6,0.888,0
898,6,4,11,0.545,2100,6,0.943,0
976,6,4,11,1.189,2224,6,0.888,0
1039,6,4,11,0.915,2326,6,0.943,0
1038,6,4,11,0.143,2217,6,0.943,0
1319,6,4,11,1.524,2383,6,0.888,0
1221,6,4,11,2.065,2369,6,0.943,0
1017,6,4,11,0.839,2177,6,0.888,0
1034,6,4,11,0.684,2226,6,0.888,0
1202,6,4,11,1.225,2301,6,0.888,0
952,6,4,11,0.127,2060,6,0.943,0
1354,6,4,11,1.384,2251,6,0.888,0
1241,6,4,11,0.278,2163,6,0.888,0
1161,6,4,11,1.142,2305,6,0.888,0
1002,6,4,11,0.891,2197,6,0.943,0
889,6,4,11,0.855,2160,6,0.888,0
1037,6,4,11,1.273,2242,6,0.943,0
1155,6,4,11,0.955,2268,6,0.943,0
1199,6,4,11,1.102,2235,6,0.888,0
960,6,4,11,0.43,2072,6,0.888,0
1014,6,4,11,0.485,2157,6,0.943,0
930,6,4,11,1.547,2269,6,0.943,0
1145,6,4,11,1.078,2212,6,0.943,0
1194,6,4,11,1.643,2258,6,0.943,0
955,6,4,11,1.452,2236,6,0.888,0
997,6,4,11,1.014,2236,6,0.888,0
1100,6,4,11,1.249,2210,6,0.888,0
1182,6,4,11,0.951,2154,6,0.943,0
919,6,4,11,1.062,2173,6,0.888,0
802,6,4,11,0.024,2035,6,0.888,0
848,6,4,11,1.237,2312,6,0.888,0
798,6,4,11,1.348,2246,6,0.943,0
1148,6,4,11,0.501,2086,6,0.888,0
1051,6,4,11,0.628,2198,6,0.888,0
1261,6,4,11,1.599,2323,6,0.888,0
1091,6,4,11,0.823,2111,6,0.888,0
1075,6,4,11,1.273,2310,6,0.943,0
1217,6,4,11,1.846,2352,6,0.943,0
1145,6,4,11,1.376,2327,6,0.943,0
988,6,4,11,0.354,2095,6,0.943,0
889,6,4,11,0.696,2155,6,0.943,0
985,6,4,11,0.541,2179,6,0.943,0
1271,6,4,11,0.978,2188,6,0.888,0
1081,6,4,11,1.022,2201,6,0.943,0
1233,6,4,11,1.034,2169,6,0.888,0
836,6,4,11,0.433,2132,6,0.943,0
956,6,4,11,0.282,2175,6,0.888,0
987,6,4,11,1.142,2234,6,0.888,0
1074,6,4,11,1.11,2313,6,0.943,0
991,6,4,11,0.612,2196,6,0.888,0
1062,6,4,11,0.775,2177,6,0.888,0
1234,6,4,11,1.484,2344,6,0.943,0
1133,6,4,11,1.313,2239,6,0.943,0
1030,6,4,11,0.843,2242,6,0.888,0
1360,6,4,11,1.969,2401,6,0.888,0
1145,6,4,11,1.508,2307,6,0.888,0
937,6,4,11,0.847,2108,6,0.888,0
1098,6,4,11,0.791,2225,6,0.888,0
1260,6,4,11,1.623,2282,6,0.943,0
1019,6,4,11,1.086,2191,6,0.888,0
957,6,4,11,0.238,2084,6,0.943,0
1046,6,4,11,0.748,2168,6,0.888,0
971,6,4,11,0.966,2062,6,0.888,0
1078,6,4,11,0.66,2207,6,0.888,0
1387,6,4,11,0.927,2165,6,0.888,0
1170,6,4,11,1.305,2337,6,0.888,0
1096,6,4,11,0.664,2190,6,0.943,0
991,6,4,11,0.911,2150,6,0.888,0
1126,6,4,11,0.76,2208,6,0.943,0
989,6,4,11,0.795,2171,6,0.943,0
1065,6,4,11,1.01,2187,6,0.888,0
1025,6,4,11,0.783,2248,6,0.943,0
1152,6,4,11,1.038,2267,6,0.943,0
1166,6,4,11,0.748,2165,6,0.888,0
1066,6,4,11,1.249,2143,6,0.888,0
1059,6,4,11,1.488,2268,6,0.943,0
1181,6,4,11,0.982,2232,6,0.943,0
983,6,4,11,0.397,2064,6,0.888,0
832,6,4,11,0.386,2069,6,0.943,0
1006,6,4,11,0.887,2136,6,0.888,0
1017,6,4,11,0.393,2031,6,0.888,0
1089,6,4,11,0.489,2120,6,0.943,0
961,6,4,11,0.728,2185,6,0.943,0
1061,6,4,11,0.6,2156,6,0.943,0
954,6,4,11,1.305,2326,6,0.943,0
782,6,4,11,0.612,2047,6,0.943,0
1183,6,4,11,0.652,2151,6,0.888,0
1158,6,4,11,0.449,2162,6,0.888,0
1013,6,4,11,0.545,2207,6,0.888,0
990,6,4,11,0.708,2256,6,0.943,0
1314,6,4,11,1.301,2285,6,0.888,0
935,6,4,11,0.549,2090,6,0.888,0
1130,6,4,11,1.094,2134,6,0.888,0
1064,6,4,11,0.748,2149,6,0.943,0
1288,6,4,11,0.608,2218,6,0.943,0
884,6,4,11,0.238,2080,6,0.888,0
1042,6,4,11,0.708,2148,6,0.888,0
964,6,4,11,0.696,2178,6,0.943,0
1182,6,4,11,1.794,2250,6,0.888,0
883,6,4,11,0.397,2134,6,0.888,0
949,6,4,11,0.449,1998,6,0.888,0
1117,6,4,11,1.03,2229,6,0.943,0
987,6,4,11,0.386,2242,6,0.888,0
828,6,4,11,0.047,2194,6,0.888,0
978,6,4,11,1.098,2143,6,0.888,0
1099,6,4,11,1.026,2244,6,0.888,0
996,6,4,11,0.497,2212,6,0.888,0
1329,6,4,11,0.859,2194,6,0.888,0
1075,6,4,11,0.907,2245,6,0.943,0
909,6,4,11,0.497,2171,6,0.888,0
914,6,4,11,0.287,2033,6,0.888,0
890,6,4,11,1.543,2352,6,0.888,0
986,6,4,11,0.366,2131,6,0.943,0
1355,6,4,11,1.261,2253,6,0.943,0
1028,6,4,11,0.843,2175,6,0.888,0
1200,6,4,11,1.404,2278,6,0.888,0
905,6,4,11,0.314,2037,6,0.888,0
850,6,4,11,0.132,2080,6,0.888,0
963,6,4,11,0.72,2172,6,0.943,0
1168,6,4,11,0.907,2199,6,0.888,0
905,6,4,11,1.05,2201,6,0.943,0
1094,6,4,11,1.285,2196,6,0.943,0
989,6,4,11,1.134,2102,6,0.943,0
997,6,4,11,0.62,2118,6,0.943,0
800,6,4,11,0.756,2110,6,0.943,0
1021,6,4,11,0.919,2172,6,0.943,0
1072,6,4,11,0.911,2180,6,0.888,0
804,6,4,11,0.235,1930,6,0.943,0
1331,6,4,11,1.85,2411,6,0.888,0
907,6,4,11,0.7,2188,6,0.943,0
1136,6,4,11,1.193,2307,6,0.888,0
1261,6,4,11,1.484,2380,6,0.888,0
1168,6,4,11,1.695,2292,6,0.888,0
993,6,4,11,1.627,2163,6,0.943,0
1057,6,4,11,0.469,2125,6,0.943,0
1269,6,4,11,0.998,2207,6,0.943,0
1153,6,4,11,1.277,2117,6,0.888,0
950,6,4,11,0.974,2172,6,0.888,0
875,6,4,11,0.136,2082,6,0.943,0
1000,6,4,11,1.512,2303,6,0.943,0
961,6,4,11,0.238,2095,6,0.943,0
921,6,4,11,0.294,2187,6,0.888,0
1030,6,4,11,0.97,2168,6,0.943,0
866,6,4,11,0.314,2124,6,0.888,0
1125,6,4,11,0.7,2226,6,0.943,0
1046,6,4,11,1.006,2300,6,0.888,0
1213,6,4,11,1.173,2109,6,0.943,0
1090,6,4,11,0.628,2138,6,0.943,0
1206,6,4,11,1.134,2194,6,0.943,0
928,6,4,11,1.492,2212,6,0.888,0
1145,6,4,11,1.281,2222,6,0.888,0
929,6,4,11,0.939,2172,6,0.888,0
907,6,4,11,0.004,2032,6,0.888,0
1179,6,4,11,1.142,2260,6,0.888,0
973,6,4,11,0.386,2074,6,0.888,0
1063,6,4,11,0.529,2128,6,0.943,0
1285,6,4,11,2.089,2327,6,0.943,0
943,6,4,11,0.096,2063,6,0.943,0
1041,6,4,11,0.525,2196,6,0.943,0
871,6,4,11,0.72,2238,6,0.888,0
998,6,4,11,0.04,2032,6,0.943,0
1276,6,4,11,1.34,2257,6,0.888,0
1193,6,4,11,0.855,2242,6,0.888,0
1060,6,4,11,0.795,2062,6,0.943,0
952,6,4,11,0.7,2154,6,0.943,0
1152,6,4,11,1.504,2167,6,0.888,0
994,6,4,11,1.193,2171,6,0.943,0
982,6,4,11,0.473,2164,6,0.888,0
1092,6,4,11,0.831,2088,6,0.888,0
1290,6,4,11,1.261,2295,6,0.943,0
1062,6,4,11,0.835,2253,6,0.888,0
958,6,4,11,0.736,2176,6,0.888,0
1003,6,4,11,0.974,2225,6,0.943,0
1128,6,4,11,1.106,2249,6,0.943,0
969,6,4,11,0.628,2198,6,0.888,0
1229,6,4,11,1.563,2169,6,0.943,0
1001,6,4,11,0.533,2098,6,0.888,0
1038,6,4,11,0.668,2213,6,0.888,0
1105,6,4,11,0.23,2103,6,0.943,0
961,6,4,11,1.305,2328,6,0.888,0
1029,6,4,11,1.07,2296,6,0.943,0
850,6,4,11,0.135,2144,6,0.888,0
1187,6,4,11,1.213,2237,6,0.943,0
1256,6,4,11,0.744,2192,6,0.943,0
1230,6,4,11,1.762,2266,6,0.943,0
1009,6,4,11,0.493,2067,6,0.943,0
1115,6,4,11,1.165,2222,6,0.943,0
1290,6,4,11,0.895,2196,6,0.888,0
1024,6,4,11,0.616,2113,6,0.943,0
691,6,4,11,0.393,2072,6,0.943,0
1142,6,4,11,2.029,2294,6,0.888,0
1076,6,4,11,0.66,2219,6,0.943,0
1057,6,4,11,0.282,2144,6,0.888,0
1043,6,4,11,1.496,2261,6,0.888,0
1164,6,4,11,1.193,2232,6,0.888,0
1018,6,4,11,1.01,2046,6,0.943,0
992,6,4,11,0.493,2098,6,0.943,0
1125,6,4,11,1.504,2317,6,0.943,0
1064,6,4,11,0.545,2038,6,0.943,0
1057,6,4,11,1.293,2244,6,0.888,0
1078,6,4,11,0.756,2148,6,0.888,0
709,6,4,11,0.02,2087,6,0.943,0
917,6,4,11,0.405,2066,6,0.943,0
1012,6,4,11,1.15,2236,6,0.888,0
1085,6,4,11,0.986,2170,6,0.943,0
1129,6,4,11,1.376,2154,6,0.888,0
731,6,4,11,0.311,1127,1,0.943,0
699,6,4,8,0.482,1122,12,0.943,0
671,6,4,8,0.207,1137,12,0.888,0
828,6,4,8,0.052,1162,12,0.888,0
790,6,4,8,0.338,1307,1,0.943,0
820,6,4,8,0.004,1200,12,0.888,0
