Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
175054.000,1619.861,607.667,370.083,1.642,0.793,177343.000,472.108,0.768,0.987,0.838,0.777,0.003,0.001,0.604,0.991,BOMBAY
175144.000,1584.943,601.675,372.973,1.613,0.785,176889.000,472.229,0.822,0.990,0.876,0.785,0.003,0.001,0.616,0.994,BOMBAY
175276.000,1595.654,608.731,368.764,1.651,0.796,177114.000,472.407,0.789,0.990,0.865,0.776,0.003,0.001,0.602,0.994,BOMBAY
175387.000,1587.972,603.232,372.207,1.621,0.787,176888.000,472.557,0.797,0.992,0.874,0.783,0.003,0.001,0.614,0.995,BOMBAY
175512.000,1606.945,602.365,374.487,1.609,0.783,177479.000,472.725,0.785,0.989,0.854,0.785,0.003,0.001,0.616,0.991,BOMBAY
175545.000,1617.952,628.557,358.580,1.753,0.821,177735.000,472.769,0.731,0.988,0.843,0.752,0.004,0.001,0.566,0.992,BOMBAY
175717.000,1585.869,593.695,380.322,1.561,0.768,178427.000,473.001,0.802,0.985,0.878,0.797,0.003,0.001,0.635,0.991,BOMBAY
175738.000,1572.654,575.796,393.069,1.465,0.731,178091.000,473.029,0.745,0.987,0.893,0.822,0.003,0.001,0.675,0.989,BOMBAY
175822.000,1591.722,606.095,374.266,1.619,0.787,178759.000,473.142,0.732,0.984,0.872,0.781,0.003,0.001,0.609,0.987,BOMBAY
175965.000,1569.123,587.805,382.031,1.539,0.760,177068.000,473.335,0.808,0.994,0.898,0.805,0.003,0.001,0.648,0.998,BOMBAY
176119.000,1613.423,612.209,369.612,1.656,0.797,177629.000,473.542,0.685,0.992,0.850,0.774,0.003,0.001,0.598,0.991,BOMBAY
176276.000,1616.130,621.160,365.523,1.699,0.809,178364.000,473.753,0.800,0.988,0.848,0.763,0.004,0.001,0.582,0.989,BOMBAY
176352.000,1626.129,588.890,386.338,1.524,0.755,180410.000,473.855,0.764,0.978,0.838,0.805,0.003,0.001,0.647,0.987,BOMBAY
176478.000,1581.113,595.892,379.291,1.571,0.771,177909.000,474.024,0.820,0.992,0.887,0.795,0.003,0.001,0.633,0.994,BOMBAY
176492.000,1593.206,587.518,383.511,1.532,0.758,178253.000,474.043,0.753,0.990,0.874,0.807,0.003,0.001,0.651,0.997,BOMBAY
176521.000,1635.591,620.757,368.889,1.683,0.804,181196.000,474.082,0.745,0.974,0.829,0.764,0.004,0.001,0.583,0.982,BOMBAY
176570.000,1601.037,610.491,369.668,1.651,0.796,178203.000,474.148,0.803,0.991,0.866,0.777,0.003,0.001,0.603,0.996,BOMBAY
176818.000,1633.063,643.647,353.816,1.819,0.835,178964.000,474.480,0.731,0.988,0.833,0.737,0.004,0.001,0.543,0.989,BOMBAY
176826.000,1632.597,640.291,354.943,1.804,0.832,179666.000,474.491,0.810,0.984,0.834,0.741,0.004,0.001,0.549,0.991,BOMBAY
176920.000,1640.204,627.017,362.913,1.728,0.815,180242.000,474.617,0.718,0.982,0.826,0.757,0.004,0.001,0.573,0.990,BOMBAY
176994.000,1647.738,619.731,367.651,1.686,0.805,179689.000,474.717,0.746,0.985,0.819,0.766,0.004,0.001,0.587,0.989,BOMBAY
177711.000,1607.597,607.982,375.225,1.620,0.787,179829.000,475.677,0.748,0.988,0.864,0.782,0.003,0.001,0.612,0.992,BOMBAY
177713.000,1616.237,601.276,379.392,1.585,0.776,180176.000,475.680,0.768,0.986,0.855,0.791,0.003,0.001,0.626,0.992,BOMBAY
177893.000,1612.656,610.877,376.423,1.623,0.788,181791.000,475.921,0.718,0.979,0.860,0.779,0.003,0.001,0.607,0.985,BOMBAY
177906.000,1637.486,628.316,365.382,1.720,0.814,180773.000,475.938,0.790,0.984,0.834,0.757,0.004,0.001,0.574,0.987,BOMBAY
178043.000,1635.951,632.996,362.350,1.747,0.820,181333.000,476.121,0.816,0.982,0.836,0.752,0.004,0.001,0.566,0.988,BOMBAY
178177.000,1609.793,593.256,385.318,1.540,0.760,181200.000,476.300,0.724,0.983,0.864,0.803,0.003,0.001,0.645,0.992,BOMBAY
178200.000,1593.538,578.020,395.936,1.460,0.729,180886.000,476.331,0.757,0.985,0.882,0.824,0.003,0.001,0.679,0.991,BOMBAY
178573.000,1634.814,619.886,373.270,1.661,0.798,183684.000,476.829,0.665,0.972,0.840,0.769,0.003,0.001,0.592,0.983,BOMBAY
178603.000,1614.083,604.521,377.368,1.602,0.781,180147.000,476.869,0.812,0.991,0.861,0.789,0.003,0.001,0.622,0.997,BOMBAY
178848.000,1643.858,650.514,351.606,1.850,0.841,180604.000,477.196,0.803,0.990,0.832,0.734,0.004,0.001,0.538,0.996,BOMBAY
179122.000,1642.560,619.103,369.883,1.674,0.802,180813.000,477.562,0.799,0.991,0.834,0.771,0.003,0.001,0.595,0.996,BOMBAY
179166.000,1593.298,584.127,392.759,1.487,0.740,181118.000,477.620,0.766,0.989,0.887,0.818,0.003,0.001,0.669,0.994,BOMBAY
179180.000,1624.796,619.796,372.520,1.664,0.799,181677.000,477.639,0.801,0.986,0.853,0.771,0.003,0.001,0.594,0.988,BOMBAY
179387.000,1617.553,621.640,370.242,1.679,0.803,181149.000,477.915,0.822,0.990,0.862,0.769,0.003,0.001,0.591,0.992,BOMBAY
179474.000,1655.841,611.454,377.681,1.619,0.786,183984.000,478.031,0.788,0.975,0.823,0.782,0.003,0.001,0.611,0.990,BOMBAY
179496.000,1606.140,594.617,386.020,1.540,0.761,181511.000,478.060,0.781,0.989,0.874,0.804,0.003,0.001,0.646,0.996,BOMBAY
179725.000,1592.405,591.539,388.933,1.521,0.753,181562.000,478.365,0.797,0.990,0.891,0.809,0.003,0.001,0.654,0.995,BOMBAY
179759.000,1663.533,637.280,362.522,1.758,0.822,182091.000,478.410,0.776,0.987,0.816,0.751,0.004,0.001,0.564,0.991,BOMBAY
180012.000,1635.838,628.645,365.295,1.721,0.814,181815.000,478.747,0.801,0.990,0.845,0.762,0.003,0.001,0.580,0.998,BOMBAY
180028.000,1630.826,625.625,371.440,1.684,0.805,183263.000,478.768,0.675,0.982,0.851,0.765,0.003,0.001,0.586,0.986,BOMBAY
180089.000,1610.860,609.187,377.715,1.613,0.785,181809.000,478.849,0.715,0.991,0.872,0.786,0.003,0.001,0.618,0.997,BOMBAY
180097.000,1628.676,605.145,381.944,1.584,0.776,182527.000,478.860,0.734,0.987,0.853,0.791,0.003,0.001,0.626,0.992,BOMBAY
180261.000,1594.528,578.066,401.358,1.440,0.720,182710.000,479.078,0.775,0.987,0.891,0.829,0.003,0.001,0.687,0.989,BOMBAY
180547.000,1649.901,658.599,351.900,1.872,0.845,182425.000,479.458,0.834,0.990,0.833,0.728,0.004,0.001,0.530,0.992,BOMBAY
180805.000,1631.287,631.507,369.924,1.707,0.810,184775.000,479.800,0.738,0.979,0.854,0.760,0.003,0.001,0.577,0.985,BOMBAY
180948.000,1578.418,571.579,404.227,1.414,0.707,182446.000,479.990,0.740,0.992,0.913,0.840,0.003,0.001,0.705,0.997,BOMBAY
181020.000,1593.456,594.896,388.803,1.530,0.757,182766.000,480.085,0.784,0.990,0.896,0.807,0.003,0.001,0.651,0.996,BOMBAY
181118.000,1654.091,632.359,370.358,1.707,0.811,185974.000,480.215,0.770,0.974,0.832,0.759,0.003,0.001,0.577,0.985,BOMBAY
181168.000,1672.524,653.031,360.195,1.813,0.834,186215.000,480.281,0.753,0.973,0.814,0.735,0.004,0.001,0.541,0.981,BOMBAY
181181.000,1601.361,576.044,403.359,1.428,0.714,183119.000,480.299,0.768,0.989,0.888,0.834,0.003,0.001,0.695,0.993,BOMBAY
181460.000,1662.937,645.921,360.200,1.793,0.830,184707.000,480.668,0.817,0.982,0.825,0.744,0.004,0.001,0.554,0.993,BOMBAY
181748.000,1602.238,587.535,395.981,1.484,0.739,183366.000,481.050,0.820,0.991,0.890,0.819,0.003,0.001,0.670,0.995,BOMBAY
181822.000,1603.247,579.514,401.941,1.442,0.720,183395.000,481.148,0.766,0.991,0.889,0.830,0.003,0.001,0.689,0.994,BOMBAY
181877.000,1596.933,596.674,389.935,1.530,0.757,183602.000,481.220,0.788,0.991,0.896,0.807,0.003,0.001,0.650,0.995,BOMBAY
181985.000,1622.689,597.671,390.655,1.530,0.757,184037.000,481.363,0.772,0.989,0.869,0.805,0.003,0.001,0.649,0.992,BOMBAY
181992.000,1639.252,642.968,363.728,1.768,0.825,184472.000,481.372,0.808,0.987,0.851,0.749,0.004,0.001,0.561,0.991,BOMBAY
182090.000,1621.335,617.072,379.365,1.627,0.789,183882.000,481.502,0.771,0.990,0.870,0.780,0.003,0.001,0.609,0.990,BOMBAY
182178.000,1655.890,635.920,368.339,1.726,0.815,183979.000,481.618,0.796,0.990,0.835,0.757,0.003,0.001,0.574,0.990,BOMBAY
182361.000,1634.593,608.448,385.264,1.579,0.774,184578.000,481.860,0.827,0.988,0.858,0.792,0.003,0.001,0.627,0.991,BOMBAY
182494.000,1653.298,614.273,387.012,1.587,0.777,189173.000,482.036,0.746,0.965,0.839,0.785,0.003,0.001,0.616,0.977,BOMBAY
182755.000,1630.171,616.802,379.607,1.625,0.788,184677.000,482.380,0.824,0.990,0.864,0.782,0.003,0.001,0.612,0.994,BOMBAY
182835.000,1612.474,572.785,408.711,1.401,0.701,184739.000,482.486,0.814,0.990,0.884,0.842,0.003,0.001,0.710,0.994,BOMBAY
182940.000,1636.335,624.298,376.422,1.659,0.798,185434.000,482.625,0.793,0.987,0.859,0.773,0.003,0.001,0.598,0.991,BOMBAY
182972.000,1640.716,587.468,398.928,1.473,0.734,185353.000,482.667,0.833,0.987,0.854,0.822,0.003,0.001,0.675,0.994,BOMBAY
182976.000,1623.533,617.497,380.383,1.623,0.788,184527.000,482.672,0.794,0.992,0.872,0.782,0.003,0.001,0.611,0.992,BOMBAY
183019.000,1641.758,624.628,375.957,1.661,0.799,184890.000,482.729,0.717,0.990,0.853,0.773,0.003,0.001,0.597,0.992,BOMBAY
183093.000,1626.402,606.628,386.827,1.568,0.770,185169.000,482.826,0.776,0.989,0.870,0.796,0.003,0.001,0.633,0.993,BOMBAY
183153.000,1627.014,608.643,385.111,1.580,0.774,185326.000,482.905,0.769,0.988,0.869,0.793,0.003,0.001,0.630,0.995,BOMBAY
183243.000,1653.910,621.083,380.455,1.632,0.790,187180.000,483.024,0.784,0.979,0.842,0.778,0.003,0.001,0.605,0.987,BOMBAY
183410.000,1635.855,614.455,384.274,1.599,0.780,185080.000,483.244,0.754,0.991,0.861,0.786,0.003,0.001,0.619,0.989,BOMBAY
183422.000,1639.468,621.549,380.415,1.634,0.791,186364.000,483.260,0.790,0.984,0.858,0.778,0.003,0.001,0.605,0.988,BOMBAY
183483.000,1669.563,634.104,374.910,1.691,0.806,187798.000,483.340,0.763,0.977,0.827,0.762,0.003,0.001,0.581,0.983,BOMBAY
183612.000,1610.186,590.307,396.926,1.487,0.740,185076.000,483.510,0.798,0.992,0.890,0.819,0.003,0.001,0.671,0.998,BOMBAY
183754.000,1630.759,625.536,376.067,1.663,0.799,185287.000,483.697,0.823,0.992,0.868,0.773,0.003,0.001,0.598,0.995,BOMBAY
183825.000,1594.423,582.225,402.762,1.446,0.722,185116.000,483.791,0.798,0.993,0.909,0.831,0.003,0.001,0.690,0.998,BOMBAY
183924.000,1623.448,631.113,373.165,1.691,0.806,185666.000,483.921,0.761,0.991,0.877,0.767,0.003,0.001,0.588,0.994,BOMBAY
184018.000,1653.655,627.833,376.173,1.669,0.801,186286.000,484.044,0.828,0.988,0.846,0.771,0.003,0.001,0.594,0.992,BOMBAY
184172.000,1632.704,632.663,373.846,1.692,0.807,186777.000,484.247,0.810,0.986,0.868,0.765,0.003,0.001,0.586,0.991,BOMBAY
184245.000,1671.122,620.952,385.137,1.612,0.784,189905.000,484.343,0.726,0.970,0.829,0.780,0.003,0.001,0.608,0.981,BOMBAY
184246.000,1642.028,646.578,365.205,1.770,0.825,186178.000,484.344,0.755,0.990,0.859,0.749,0.004,0.001,0.561,0.993,BOMBAY
184259.000,1644.594,628.173,377.546,1.664,0.799,186648.000,484.361,0.815,0.987,0.856,0.771,0.003,0.001,0.595,0.989,BOMBAY
184362.000,1653.005,615.710,384.505,1.601,0.781,187863.000,484.497,0.785,0.981,0.848,0.787,0.003,0.001,0.619,0.992,BOMBAY
184398.000,1623.758,613.869,385.643,1.592,0.778,187032.000,484.544,0.812,0.986,0.879,0.789,0.003,0.001,0.623,0.992,BOMBAY
184491.000,1656.324,618.636,383.153,1.615,0.785,187848.000,484.666,0.767,0.982,0.845,0.783,0.003,0.001,0.614,0.991,BOMBAY
184715.000,1664.133,643.835,368.570,1.747,0.820,187214.000,484.960,0.799,0.987,0.838,0.753,0.003,0.001,0.567,0.991,BOMBAY
184827.000,1607.292,599.843,393.460,1.525,0.755,186978.000,485.107,0.792,0.989,0.899,0.809,0.003,0.001,0.654,0.997,BOMBAY
184936.000,1622.171,621.617,380.363,1.634,0.791,186576.000,485.250,0.749,0.991,0.883,0.781,0.003,0.001,0.609,0.996,BOMBAY
185104.000,1607.624,588.756,402.576,1.462,0.730,187253.000,485.471,0.797,0.989,0.900,0.825,0.003,0.001,0.680,0.994,BOMBAY
185149.000,1647.795,645.097,368.588,1.750,0.821,186539.000,485.530,0.833,0.993,0.857,0.753,0.003,0.001,0.566,0.991,BOMBAY
185350.000,1641.849,604.655,392.941,1.539,0.760,187679.000,485.793,0.828,0.988,0.864,0.803,0.003,0.001,0.645,0.993,BOMBAY
185677.000,1612.790,582.489,408.715,1.425,0.713,187533.000,486.221,0.767,0.990,0.897,0.835,0.003,0.001,0.697,0.993,BOMBAY
185896.000,1652.683,618.110,387.674,1.594,0.779,187616.000,486.508,0.807,0.991,0.855,0.787,0.003,0.001,0.620,0.988,BOMBAY
185950.000,1641.868,622.918,383.049,1.626,0.789,188551.000,486.579,0.814,0.986,0.867,0.781,0.003,0.001,0.610,0.992,BOMBAY
186003.000,1660.027,633.310,374.269,1.692,0.807,187431.000,486.648,0.778,0.992,0.848,0.768,0.003,0.001,0.590,0.999,BOMBAY
186103.000,1646.095,622.073,384.884,1.616,0.786,189236.000,486.779,0.798,0.983,0.863,0.783,0.003,0.001,0.612,0.990,BOMBAY
186401.000,1757.418,672.248,359.759,1.869,0.845,191438.000,487.168,0.773,0.974,0.758,0.725,0.004,0.001,0.525,0.981,BOMBAY
186431.000,1677.124,642.863,375.082,1.714,0.812,189926.000,487.208,0.814,0.982,0.833,0.758,0.003,0.001,0.574,0.984,BOMBAY
186439.000,1663.337,627.811,382.695,1.641,0.793,188370.000,487.218,0.849,0.990,0.847,0.776,0.003,0.001,0.602,0.988,BOMBAY
186509.000,1672.052,655.699,366.118,1.791,0.830,189519.000,487.310,0.844,0.984,0.838,0.743,0.004,0.001,0.552,0.989,BOMBAY
186519.000,1621.151,583.434,410.550,1.421,0.711,188837.000,487.323,0.833,0.988,0.892,0.835,0.003,0.001,0.698,0.991,BOMBAY
186542.000,1664.973,624.649,383.926,1.627,0.789,188989.000,487.353,0.765,0.987,0.846,0.780,0.003,0.001,0.609,0.990,BOMBAY
186618.000,1640.612,609.868,391.833,1.556,0.766,188480.000,487.452,0.803,0.990,0.871,0.799,0.003,0.001,0.639,0.994,BOMBAY
186765.000,1648.501,635.874,377.527,1.684,0.805,188680.000,487.644,0.808,0.990,0.864,0.767,0.003,0.001,0.588,0.991,BOMBAY
187129.000,1600.835,576.370,416.262,1.385,0.692,189047.000,488.119,0.773,0.990,0.918,0.847,0.003,0.001,0.717,0.993,BOMBAY
187588.000,1654.357,593.158,405.880,1.461,0.729,189950.000,488.717,0.716,0.988,0.861,0.824,0.003,0.001,0.679,0.992,BOMBAY
187645.000,1652.744,630.591,381.280,1.654,0.797,189828.000,488.791,0.797,0.989,0.863,0.775,0.003,0.001,0.601,0.994,BOMBAY
187761.000,1664.833,615.069,393.766,1.562,0.768,192202.000,488.942,0.817,0.977,0.851,0.795,0.003,0.001,0.632,0.987,BOMBAY
187777.000,1674.447,638.447,376.940,1.694,0.807,190000.000,488.963,0.821,0.988,0.842,0.766,0.003,0.001,0.587,0.993,BOMBAY
188247.000,1691.965,664.189,368.013,1.805,0.832,194252.000,489.575,0.728,0.969,0.826,0.737,0.004,0.001,0.543,0.981,BOMBAY
188362.000,1657.968,639.823,377.824,1.693,0.807,191016.000,489.724,0.811,0.986,0.861,0.765,0.003,0.001,0.586,0.992,BOMBAY
188557.000,1648.893,620.436,390.188,1.590,0.777,190364.000,489.978,0.734,0.991,0.872,0.790,0.003,0.001,0.624,0.992,BOMBAY
188888.000,1655.013,630.199,384.891,1.637,0.792,191255.000,490.408,0.779,0.988,0.867,0.778,0.003,0.001,0.606,0.992,BOMBAY
188980.000,1696.319,650.002,374.730,1.735,0.817,192822.000,490.527,0.646,0.980,0.825,0.755,0.003,0.001,0.570,0.988,BOMBAY
189236.000,1659.042,616.719,394.232,1.564,0.769,191867.000,490.859,0.696,0.986,0.864,0.796,0.003,0.001,0.633,0.991,BOMBAY
189378.000,1715.619,651.051,378.402,1.721,0.814,195616.000,491.043,0.737,0.968,0.809,0.754,0.003,0.001,0.569,0.979,BOMBAY
189503.000,1676.898,651.191,373.227,1.745,0.819,191559.000,491.205,0.797,0.989,0.847,0.754,0.003,0.001,0.569,0.993,BOMBAY
190062.000,1654.448,631.515,384.650,1.642,0.793,191654.000,491.929,0.764,0.992,0.873,0.779,0.003,0.001,0.607,0.996,BOMBAY
190130.000,1653.353,632.006,385.294,1.640,0.793,191870.000,492.017,0.815,0.991,0.874,0.779,0.003,0.001,0.606,0.994,BOMBAY
190239.000,1658.790,615.365,394.514,1.560,0.767,192195.000,492.158,0.790,0.990,0.869,0.800,0.003,0.001,0.640,0.998,BOMBAY
190505.000,1693.703,648.057,376.320,1.722,0.814,192570.000,492.502,0.782,0.989,0.835,0.760,0.003,0.001,0.578,0.995,BOMBAY
190600.000,1660.623,619.867,394.903,1.570,0.771,192978.000,492.625,0.780,0.988,0.869,0.795,0.003,0.001,0.632,0.991,BOMBAY
190728.000,1696.174,665.989,368.942,1.805,0.833,192377.000,492.790,0.837,0.991,0.833,0.740,0.003,0.001,0.548,0.988,BOMBAY
190919.000,1627.569,596.897,408.812,1.460,0.729,192563.000,493.037,0.777,0.991,0.906,0.826,0.003,0.001,0.682,0.996,BOMBAY
191042.000,1677.604,629.048,389.461,1.615,0.785,193440.000,493.196,0.775,0.988,0.853,0.784,0.003,0.001,0.615,0.993,BOMBAY
191093.000,1686.806,635.717,386.479,1.645,0.794,194125.000,493.262,0.767,0.984,0.844,0.776,0.003,0.001,0.602,0.990,BOMBAY
191366.000,1681.844,642.897,383.393,1.677,0.803,193330.000,493.614,0.784,0.990,0.850,0.768,0.003,0.001,0.590,0.989,BOMBAY
191369.000,1683.208,650.456,381.381,1.706,0.810,194562.000,493.618,0.825,0.984,0.849,0.759,0.003,0.001,0.576,0.982,BOMBAY
191554.000,1682.544,635.396,385.931,1.646,0.794,193468.000,493.856,0.713,0.990,0.850,0.777,0.003,0.001,0.604,0.995,BOMBAY
191584.000,1634.627,580.636,421.028,1.379,0.689,193466.000,493.895,0.771,0.990,0.901,0.851,0.003,0.001,0.724,0.998,BOMBAY
191756.000,1699.140,659.992,373.001,1.769,0.825,193517.000,494.117,0.662,0.991,0.835,0.749,0.003,0.001,0.561,0.992,BOMBAY
192018.000,1667.608,637.519,385.178,1.655,0.797,193459.000,494.454,0.818,0.993,0.868,0.776,0.003,0.001,0.602,0.996,BOMBAY
192106.000,1680.348,605.244,407.464,1.485,0.739,194851.000,494.567,0.814,0.986,0.855,0.817,0.003,0.001,0.668,0.992,BOMBAY
192239.000,1729.088,678.573,364.130,1.864,0.844,194337.000,494.739,0.820,0.989,0.808,0.729,0.004,0.001,0.532,0.991,BOMBAY
192812.000,1678.819,654.848,378.219,1.731,0.816,194740.000,495.475,0.815,0.990,0.860,0.757,0.003,0.001,0.572,0.991,BOMBAY
193432.000,1682.466,638.984,387.722,1.648,0.795,195899.000,496.271,0.788,0.987,0.859,0.777,0.003,0.001,0.603,0.994,BOMBAY
193584.000,1693.359,637.043,390.594,1.631,0.790,197382.000,496.466,0.801,0.981,0.848,0.779,0.003,0.001,0.607,0.991,BOMBAY
193700.000,1638.311,578.184,429.962,1.345,0.669,195583.000,496.615,0.810,0.990,0.907,0.859,0.003,0.001,0.738,0.992,BOMBAY
194219.000,1695.206,639.868,392.145,1.632,0.790,197270.000,497.280,0.821,0.985,0.849,0.777,0.003,0.001,0.604,0.986,BOMBAY
194330.000,1672.373,628.055,395.885,1.586,0.776,196056.000,497.422,0.717,0.991,0.873,0.792,0.003,0.001,0.627,0.995,BOMBAY
195076.000,1671.831,629.856,397.106,1.586,0.776,196829.000,498.376,0.796,0.991,0.877,0.791,0.003,0.001,0.626,0.993,BOMBAY
195106.000,1648.761,619.839,404.009,1.534,0.758,197343.000,498.414,0.791,0.989,0.902,0.804,0.003,0.001,0.647,0.992,BOMBAY
195332.000,1691.955,624.891,402.318,1.553,0.765,198864.000,498.703,0.759,0.982,0.857,0.798,0.003,0.001,0.637,0.989,BOMBAY
195455.000,1716.411,633.828,396.895,1.597,0.780,198403.000,498.860,0.759,0.985,0.834,0.787,0.003,0.001,0.619,0.989,BOMBAY
196076.000,1692.040,641.305,393.108,1.631,0.790,199295.000,499.652,0.804,0.984,0.861,0.779,0.003,0.001,0.607,0.990,BOMBAY
196157.000,1685.806,643.057,390.605,1.646,0.794,198513.000,499.755,0.805,0.988,0.867,0.777,0.003,0.001,0.604,0.994,BOMBAY
196212.000,1747.118,682.737,370.017,1.845,0.840,199571.000,499.825,0.838,0.983,0.808,0.732,0.003,0.001,0.536,0.989,BOMBAY
196264.000,1668.132,628.023,400.806,1.567,0.770,198006.000,499.891,0.834,0.991,0.886,0.796,0.003,0.001,0.634,0.993,BOMBAY
196411.000,1687.198,654.841,384.074,1.705,0.810,197945.000,500.078,0.767,0.992,0.867,0.764,0.003,0.001,0.583,0.994,BOMBAY
197245.000,1702.646,642.077,396.085,1.621,0.787,200777.000,501.139,0.802,0.982,0.855,0.781,0.003,0.001,0.609,0.988,BOMBAY
197598.000,1687.798,641.681,395.193,1.624,0.788,199491.000,501.587,0.840,0.991,0.872,0.782,0.003,0.001,0.611,0.992,BOMBAY
70555.000,1022.104,399.399,229.230,1.742,0.819,72235.000,299.722,0.783,0.977,0.849,0.750,0.006,0.001,0.563,0.981,CALI
70563.000,998.451,386.319,233.877,1.652,0.796,71406.000,299.739,0.752,0.988,0.889,0.776,0.005,0.001,0.602,0.994,CALI
70563.000,1014.222,393.480,229.372,1.715,0.813,71437.000,299.739,0.717,0.988,0.862,0.762,0.006,0.001,0.580,0.995,CALI
70583.000,1033.049,403.113,224.278,1.797,0.831,71255.000,299.782,0.769,0.991,0.831,0.744,0.006,0.001,0.553,0.994,CALI
70586.000,1012.847,382.024,236.528,1.615,0.785,71626.000,299.788,0.738,0.985,0.865,0.785,0.005,0.001,0.616,0.995,CALI
70612.000,1016.702,398.363,228.069,1.747,0.820,71873.000,299.843,0.776,0.982,0.858,0.753,0.006,0.001,0.567,0.990,CALI
70626.000,995.284,375.061,241.006,1.556,0.766,71282.000,299.873,0.740,0.991,0.896,0.800,0.005,0.001,0.639,0.995,CALI
70644.000,1035.229,389.680,236.320,1.649,0.795,72782.000,299.911,0.700,0.971,0.828,0.770,0.006,0.001,0.592,0.977,CALI
70646.000,1013.020,393.199,229.404,1.714,0.812,71261.000,299.915,0.770,0.991,0.865,0.763,0.006,0.001,0.582,0.997,CALI
70683.000,1020.247,388.549,232.805,1.669,0.801,71378.000,299.994,0.794,0.990,0.853,0.772,0.006,0.001,0.596,0.995,CALI
70686.000,1048.179,401.901,227.536,1.766,0.824,72526.000,300.000,0.718,0.975,0.808,0.746,0.006,0.001,0.557,0.984,CALI
70722.000,1029.555,400.557,226.226,1.771,0.825,71420.000,300.077,0.686,0.990,0.838,0.749,0.006,0.001,0.561,0.994,CALI
70724.000,1029.749,394.002,229.949,1.713,0.812,71394.000,300.081,0.739,0.991,0.838,0.762,0.006,0.001,0.580,0.994,CALI
70731.000,1017.526,396.367,228.462,1.735,0.817,71452.000,300.096,0.777,0.990,0.858,0.757,0.006,0.001,0.573,0.995,CALI
70731.000,1016.071,381.866,238.376,1.602,0.781,72273.000,300.096,0.824,0.979,0.861,0.786,0.005,0.001,0.618,0.989,CALI
70754.000,1027.569,409.373,221.468,1.848,0.841,71552.000,300.145,0.800,0.989,0.842,0.733,0.006,0.001,0.538,0.994,CALI
70778.000,1058.993,407.236,226.128,1.801,0.832,73027.000,300.196,0.789,0.969,0.793,0.737,0.006,0.001,0.543,0.979,CALI
70780.000,1041.775,406.858,225.096,1.807,0.833,72535.000,300.200,0.747,0.976,0.820,0.738,0.006,0.001,0.544,0.984,CALI
70827.000,1018.237,387.578,236.274,1.640,0.793,72309.000,300.299,0.698,0.980,0.858,0.775,0.005,0.001,0.600,0.985,CALI
70870.000,1024.464,409.466,222.709,1.839,0.839,71660.000,300.391,0.682,0.989,0.849,0.734,0.006,0.001,0.538,0.990,CALI
70873.000,1041.884,406.915,225.256,1.806,0.833,72616.000,300.397,0.703,0.976,0.820,0.738,0.006,0.001,0.545,0.984,CALI
70888.000,1006.981,384.952,236.535,1.627,0.789,72031.000,300.429,0.714,0.984,0.879,0.780,0.005,0.001,0.609,0.991,CALI
70908.000,1018.387,401.155,226.730,1.769,0.825,71865.000,300.471,0.800,0.987,0.859,0.749,0.006,0.001,0.561,0.993,CALI
70912.000,1012.143,371.719,244.678,1.519,0.753,71891.000,300.480,0.762,0.986,0.870,0.808,0.005,0.001,0.653,0.993,CALI
70938.000,1026.906,403.307,226.254,1.783,0.828,72261.000,300.535,0.793,0.982,0.845,0.745,0.006,0.001,0.555,0.990,CALI
70938.000,1032.174,405.472,225.058,1.802,0.832,71739.000,300.535,0.788,0.989,0.837,0.741,0.006,0.001,0.549,0.990,CALI
70943.000,1038.435,399.684,228.317,1.751,0.821,72323.000,300.545,0.776,0.981,0.827,0.752,0.006,0.001,0.565,0.990,CALI
70949.000,1003.932,390.179,232.746,1.676,0.803,71510.000,300.558,0.823,0.992,0.885,0.770,0.006,0.001,0.593,0.995,CALI
70954.000,1014.501,382.214,239.630,1.595,0.779,72407.000,300.569,0.742,0.980,0.866,0.786,0.005,0.001,0.618,0.986,CALI
70955.000,1040.914,411.224,221.457,1.857,0.843,71860.000,300.571,0.802,0.987,0.823,0.731,0.006,0.001,0.534,0.992,CALI
70964.000,1040.983,404.490,225.941,1.790,0.829,72287.000,300.590,0.705,0.982,0.823,0.743,0.006,0.001,0.552,0.989,CALI
70966.000,1032.731,386.490,237.089,1.630,0.790,72555.000,300.594,0.686,0.978,0.836,0.778,0.005,0.001,0.605,0.986,CALI
70983.000,1026.807,391.914,231.701,1.691,0.807,71829.000,300.630,0.759,0.988,0.846,0.767,0.006,0.001,0.588,0.995,CALI
71000.000,1034.760,396.302,230.739,1.718,0.813,72736.000,300.666,0.746,0.976,0.833,0.759,0.006,0.001,0.576,0.989,CALI
71014.000,1012.162,401.813,226.776,1.772,0.826,71424.000,300.696,0.668,0.994,0.871,0.748,0.006,0.001,0.560,0.992,CALI
71019.000,1024.243,389.903,233.799,1.668,0.800,72064.000,300.706,0.769,0.986,0.851,0.771,0.005,0.001,0.595,0.992,CALI
71041.000,1004.677,385.042,236.612,1.627,0.789,71806.000,300.753,0.776,0.989,0.884,0.781,0.005,0.001,0.610,0.993,CALI
71048.000,1038.979,396.109,232.832,1.701,0.809,73199.000,300.768,0.809,0.971,0.827,0.759,0.006,0.001,0.577,0.981,CALI
