Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
63716.000,979.012,373.087,218.678,1.706,0.810,64479.000,284.826,0.752,0.988,0.835,0.763,0.006,0.001,0.583,0.994,CALI
63745.000,944.139,356.667,228.043,1.564,0.769,64278.000,284.891,0.789,0.992,0.899,0.799,0.006,0.001,0.638,0.998,CALI
63819.000,966.163,364.791,224.635,1.624,0.788,64489.000,285.056,0.741,0.990,0.859,0.781,0.006,0.001,0.611,0.992,CALI
63844.000,981.088,371.430,220.834,1.682,0.804,65054.000,285.112,0.741,0.981,0.834,0.768,0.006,0.001,0.589,0.991,CALI
63962.000,979.260,377.975,216.817,1.743,0.819,64599.000,285.375,0.819,0.990,0.838,0.755,0.006,0.001,0.570,0.994,CALI
63969.000,969.999,360.882,228.922,1.576,0.773,65307.000,285.391,0.772,0.980,0.854,0.791,0.006,0.001,0.625,0.986,CALI
63975.000,985.876,378.401,217.377,1.741,0.819,64993.000,285.404,0.793,0.984,0.827,0.754,0.006,0.001,0.569,0.990,CALI
63991.000,982.049,372.120,220.989,1.684,0.805,65219.000,285.440,0.772,0.981,0.834,0.767,0.006,0.001,0.588,0.991,CALI
63993.000,972.943,381.385,214.894,1.775,0.826,64754.000,285.444,0.792,0.988,0.850,0.748,0.006,0.001,0.560,0.994,CALI
64033.000,988.352,383.194,215.076,1.782,0.828,65273.000,285.533,0.695,0.981,0.824,0.745,0.006,0.001,0.555,0.989,CALI
64060.000,988.523,389.122,210.519,1.848,0.841,64799.000,285.594,0.796,0.989,0.824,0.734,0.006,0.001,0.539,0.996,CALI
64072.000,962.350,355.087,232.267,1.529,0.756,65356.000,285.620,0.762,0.980,0.869,0.804,0.006,0.001,0.647,0.989,CALI
64109.000,981.018,373.499,220.408,1.695,0.807,65040.000,285.703,0.678,0.986,0.837,0.765,0.006,0.001,0.585,0.992,CALI
64132.000,968.793,380.854,215.969,1.763,0.824,65166.000,285.754,0.743,0.984,0.859,0.750,0.006,0.001,0.563,0.993,CALI
64137.000,1007.701,393.130,213.525,1.841,0.840,66763.000,285.765,0.799,0.961,0.794,0.727,0.006,0.001,0.528,0.973,CALI
64149.000,943.894,351.203,233.284,1.505,0.748,64831.000,285.792,0.771,0.989,0.905,0.814,0.005,0.001,0.662,0.997,CALI
64222.000,958.611,365.057,224.977,1.623,0.788,64957.000,285.955,0.804,0.989,0.878,0.783,0.006,0.001,0.614,0.996,CALI
64252.000,966.933,378.931,217.746,1.740,0.818,65281.000,286.021,0.747,0.984,0.864,0.755,0.006,0.001,0.570,0.991,CALI
64252.000,951.839,357.243,230.739,1.548,0.763,65192.000,286.021,0.783,0.986,0.891,0.801,0.006,0.001,0.641,0.992,CALI
64295.000,961.549,352.161,232.984,1.512,0.750,64960.000,286.117,0.728,0.990,0.874,0.812,0.005,0.001,0.660,0.998,CALI
64313.000,960.540,371.775,222.109,1.674,0.802,65036.000,286.157,0.746,0.989,0.876,0.770,0.006,0.001,0.592,0.992,CALI
64346.000,967.065,376.021,220.881,1.702,0.809,65560.000,286.230,0.760,0.981,0.865,0.761,0.006,0.001,0.579,0.986,CALI
64388.000,973.025,374.403,220.620,1.697,0.808,65308.000,286.324,0.784,0.986,0.855,0.765,0.006,0.001,0.585,0.993,CALI
64429.000,952.229,358.257,229.944,1.558,0.767,65054.000,286.415,0.732,0.990,0.893,0.799,0.006,0.001,0.639,0.996,CALI
64445.000,972.438,371.298,222.664,1.668,0.800,65116.000,286.451,0.785,0.990,0.856,0.771,0.006,0.001,0.595,0.992,CALI
64456.000,957.016,357.036,230.795,1.547,0.763,65050.000,286.475,0.746,0.991,0.884,0.802,0.006,0.001,0.644,0.996,CALI
64474.000,983.303,381.653,216.794,1.760,0.823,65241.000,286.515,0.789,0.988,0.838,0.751,0.006,0.001,0.564,0.992,CALI
64531.000,980.585,386.037,215.965,1.788,0.829,65443.000,286.642,0.764,0.986,0.843,0.743,0.006,0.001,0.551,0.986,CALI
64564.000,997.300,386.644,214.294,1.804,0.832,65459.000,286.715,0.684,0.986,0.816,0.742,0.006,0.001,0.550,0.992,CALI
64571.000,973.638,367.601,225.417,1.631,0.790,65393.000,286.730,0.802,0.987,0.856,0.780,0.006,0.001,0.608,0.992,CALI
64588.000,979.277,378.637,219.377,1.726,0.815,65794.000,286.768,0.815,0.982,0.846,0.757,0.006,0.001,0.574,0.990,CALI
64605.000,996.636,385.591,216.202,1.783,0.828,66097.000,286.806,0.787,0.977,0.817,0.744,0.006,0.001,0.553,0.987,CALI
64652.000,978.747,376.213,219.294,1.716,0.813,65266.000,286.910,0.793,0.991,0.848,0.763,0.006,0.001,0.582,0.998,CALI
64654.000,956.994,359.566,230.462,1.560,0.768,65352.000,286.915,0.708,0.989,0.887,0.798,0.006,0.001,0.637,0.993,CALI
64748.000,960.007,354.715,234.366,1.514,0.751,65496.000,287.123,0.797,0.989,0.883,0.809,0.005,0.001,0.655,0.992,CALI
64782.000,974.821,374.858,221.317,1.694,0.807,65489.000,287.199,0.797,0.989,0.857,0.766,0.006,0.001,0.587,0.994,CALI
64821.000,977.898,371.552,227.957,1.630,0.790,66064.000,287.285,0.743,0.981,0.852,0.773,0.006,0.001,0.598,0.974,CALI
64839.000,953.714,370.230,223.893,1.654,0.796,65397.000,287.325,0.708,0.991,0.896,0.776,0.006,0.001,0.602,0.996,CALI
64840.000,993.808,391.250,212.010,1.845,0.840,65580.000,287.327,0.770,0.989,0.825,0.734,0.006,0.001,0.539,0.995,CALI
64879.000,991.260,390.950,213.072,1.835,0.838,65615.000,287.413,0.758,0.989,0.830,0.735,0.006,0.001,0.540,0.992,CALI
64930.000,990.342,377.208,220.675,1.709,0.811,65973.000,287.526,0.745,0.984,0.832,0.762,0.006,0.001,0.581,0.993,CALI
64934.000,1005.197,393.144,211.684,1.857,0.843,66119.000,287.535,0.750,0.982,0.808,0.731,0.006,0.001,0.535,0.993,CALI
65019.000,985.505,384.250,217.585,1.766,0.824,66378.000,287.723,0.780,0.980,0.841,0.749,0.006,0.001,0.561,0.990,CALI
65049.000,964.019,371.517,224.067,1.658,0.798,65696.000,287.790,0.813,0.990,0.880,0.775,0.006,0.001,0.600,0.995,CALI
65144.000,974.566,368.203,226.982,1.622,0.787,66001.000,288.000,0.779,0.987,0.862,0.782,0.006,0.001,0.612,0.992,CALI
65144.000,978.923,371.295,224.295,1.655,0.797,65737.000,288.000,0.762,0.991,0.854,0.776,0.006,0.001,0.602,0.996,CALI
65181.000,977.089,368.048,226.714,1.623,0.788,65980.000,288.082,0.696,0.988,0.858,0.783,0.006,0.001,0.613,0.995,CALI
65198.000,991.490,391.146,212.830,1.838,0.839,65780.000,288.119,0.803,0.991,0.833,0.737,0.006,0.001,0.543,0.997,CALI
65271.000,976.350,363.596,231.926,1.568,0.770,66871.000,288.280,0.797,0.976,0.860,0.793,0.006,0.001,0.629,0.986,CALI
65272.000,960.989,373.024,223.752,1.667,0.800,65819.000,288.283,0.740,0.992,0.888,0.773,0.006,0.001,0.597,0.996,CALI
65289.000,1017.247,395.717,211.955,1.867,0.844,66261.000,288.320,0.717,0.985,0.793,0.729,0.006,0.001,0.531,0.991,CALI
65293.000,973.285,359.769,233.307,1.542,0.761,66249.000,288.329,0.715,0.986,0.866,0.801,0.006,0.001,0.642,0.990,CALI
65348.000,973.672,365.786,230.118,1.590,0.777,66339.000,288.450,0.771,0.985,0.866,0.789,0.006,0.001,0.622,0.988,CALI
65349.000,990.508,373.620,226.606,1.649,0.795,66724.000,288.453,0.761,0.979,0.837,0.772,0.006,0.001,0.596,0.983,CALI
65383.000,955.639,354.577,235.087,1.508,0.749,65965.000,288.528,0.717,0.991,0.900,0.814,0.005,0.001,0.662,0.999,CALI
65458.000,1015.938,390.701,217.238,1.799,0.831,67706.000,288.693,0.741,0.967,0.797,0.739,0.006,0.001,0.546,0.982,CALI
65469.000,997.877,375.160,223.479,1.679,0.803,66351.000,288.717,0.717,0.987,0.826,0.770,0.006,0.001,0.592,0.994,CALI
65488.000,984.521,384.497,218.905,1.756,0.822,66604.000,288.759,0.791,0.983,0.849,0.751,0.006,0.001,0.564,0.991,CALI
65506.000,997.059,376.469,222.687,1.691,0.806,66312.000,288.799,0.723,0.988,0.828,0.767,0.006,0.001,0.588,0.995,CALI
65525.000,993.290,391.473,215.343,1.818,0.835,66623.000,288.841,0.707,0.984,0.835,0.738,0.006,0.001,0.544,0.990,CALI
65612.000,1000.896,390.270,215.448,1.811,0.834,66471.000,289.033,0.763,0.987,0.823,0.741,0.006,0.001,0.548,0.994,CALI
65615.000,972.507,362.611,231.994,1.563,0.769,66519.000,289.039,0.749,0.986,0.872,0.797,0.006,0.001,0.635,0.993,CALI
65635.000,978.997,371.976,225.360,1.651,0.796,66337.000,289.083,0.798,0.989,0.861,0.777,0.006,0.001,0.604,0.997,CALI
65693.000,988.933,384.596,222.175,1.731,0.816,67513.000,289.211,0.717,0.973,0.844,0.752,0.006,0.001,0.565,0.979,CALI
65736.000,1014.170,399.522,211.150,1.892,0.849,66585.000,289.306,0.722,0.987,0.803,0.724,0.006,0.001,0.524,0.992,CALI
65757.000,997.586,392.347,214.520,1.829,0.837,66564.000,289.352,0.811,0.988,0.830,0.737,0.006,0.001,0.544,0.995,CALI
65761.000,999.861,381.421,220.485,1.730,0.816,66508.000,289.361,0.746,0.989,0.827,0.759,0.006,0.001,0.576,0.996,CALI
65824.000,983.196,374.934,225.921,1.660,0.798,66684.000,289.499,0.832,0.987,0.856,0.772,0.006,0.001,0.596,0.989,CALI
65881.000,1003.375,393.360,214.508,1.834,0.838,66670.000,289.624,0.801,0.988,0.822,0.736,0.006,0.001,0.542,0.994,CALI
65881.000,1027.604,409.531,207.224,1.976,0.863,67226.000,289.624,0.632,0.980,0.784,0.707,0.006,0.001,0.500,0.988,CALI
65957.000,995.361,371.094,229.515,1.617,0.786,67572.000,289.791,0.793,0.976,0.837,0.781,0.006,0.001,0.610,0.986,CALI
65990.000,1010.042,397.552,213.414,1.863,0.844,66576.000,289.864,0.765,0.991,0.813,0.729,0.006,0.001,0.532,0.990,CALI
65997.000,992.511,383.241,221.344,1.731,0.816,67054.000,289.879,0.734,0.984,0.842,0.756,0.006,0.001,0.572,0.991,CALI
66011.000,987.176,383.906,221.002,1.737,0.818,66822.000,289.910,0.769,0.988,0.851,0.755,0.006,0.001,0.570,0.991,CALI
66050.000,982.983,387.664,218.433,1.775,0.826,66646.000,289.996,0.763,0.991,0.859,0.748,0.006,0.001,0.560,0.993,CALI
66058.000,992.161,388.391,217.530,1.785,0.828,66621.000,290.013,0.791,0.992,0.843,0.747,0.006,0.001,0.558,0.996,CALI
66082.000,968.170,349.926,243.865,1.435,0.717,66793.000,290.066,0.773,0.989,0.886,0.829,0.005,0.002,0.687,0.986,CALI
66124.000,972.564,377.194,224.445,1.681,0.804,66955.000,290.158,0.806,0.988,0.878,0.769,0.006,0.001,0.592,0.994,CALI
66144.000,992.056,373.698,227.612,1.642,0.793,67488.000,290.202,0.722,0.980,0.845,0.777,0.006,0.001,0.603,0.990,CALI
66144.000,980.922,369.583,228.799,1.615,0.785,66817.000,290.202,0.794,0.990,0.864,0.785,0.006,0.001,0.617,0.996,CALI
66149.000,1013.351,393.080,217.360,1.808,0.833,68260.000,290.213,0.723,0.969,0.809,0.738,0.006,0.001,0.545,0.986,CALI
66234.000,1006.478,398.085,213.513,1.864,0.844,67144.000,290.399,0.764,0.986,0.822,0.729,0.006,0.001,0.532,0.992,CALI
66235.000,982.152,387.124,219.460,1.764,0.824,67073.000,290.401,0.755,0.988,0.863,0.750,0.006,0.001,0.563,0.993,CALI
66252.000,984.959,375.209,226.721,1.655,0.797,67161.000,290.439,0.813,0.986,0.858,0.774,0.006,0.001,0.599,0.992,CALI
66266.000,986.107,374.002,227.556,1.644,0.794,67126.000,290.469,0.783,0.987,0.856,0.777,0.006,0.001,0.603,0.991,CALI
66291.000,975.667,378.628,226.055,1.675,0.802,67815.000,290.524,0.774,0.978,0.875,0.767,0.006,0.001,0.589,0.986,CALI
66293.000,973.989,372.515,227.792,1.635,0.791,67110.000,290.529,0.728,0.988,0.878,0.780,0.006,0.001,0.608,0.995,CALI
66302.000,1011.150,387.496,220.587,1.757,0.822,67497.000,290.548,0.729,0.982,0.815,0.750,0.006,0.001,0.562,0.988,CALI
66306.000,1026.124,388.039,221.154,1.755,0.822,68370.000,290.557,0.684,0.970,0.791,0.749,0.006,0.001,0.561,0.984,CALI
66358.000,981.292,376.386,226.569,1.661,0.799,67547.000,290.671,0.686,0.982,0.866,0.772,0.006,0.001,0.596,0.991,CALI
66371.000,992.178,373.006,228.915,1.629,0.790,67609.000,290.699,0.750,0.982,0.847,0.779,0.006,0.001,0.607,0.990,CALI
66372.000,1013.706,392.746,218.056,1.801,0.832,67804.000,290.702,0.749,0.979,0.812,0.740,0.006,0.001,0.548,0.987,CALI
66408.000,967.957,367.443,231.080,1.590,0.778,67002.000,290.780,0.799,0.991,0.891,0.791,0.006,0.001,0.626,0.996,CALI
66441.000,973.541,376.701,227.311,1.657,0.797,67348.000,290.853,0.807,0.987,0.881,0.772,0.006,0.001,0.596,0.988,CALI
66455.000,983.999,380.874,224.544,1.696,0.808,67706.000,290.883,0.675,0.982,0.862,0.764,0.006,0.001,0.583,0.989,CALI
66461.000,967.115,363.956,233.934,1.556,0.766,67151.000,290.897,0.783,0.990,0.893,0.799,0.005,0.001,0.639,0.994,CALI
66494.000,974.808,380.015,224.624,1.692,0.807,67416.000,290.969,0.763,0.986,0.879,0.766,0.006,0.001,0.586,0.992,CALI
66497.000,984.322,379.968,225.427,1.686,0.805,67422.000,290.975,0.750,0.986,0.862,0.766,0.006,0.001,0.586,0.988,CALI
66505.000,1006.768,397.123,214.113,1.855,0.842,67219.000,290.993,0.755,0.989,0.825,0.733,0.006,0.001,0.537,0.996,CALI
66516.000,974.201,372.357,228.927,1.627,0.789,67382.000,291.017,0.780,0.987,0.881,0.782,0.006,0.001,0.611,0.994,CALI
66517.000,1008.279,386.863,221.235,1.749,0.820,67790.000,291.019,0.792,0.981,0.822,0.752,0.006,0.001,0.566,0.990,CALI
66519.000,983.728,382.919,223.509,1.713,0.812,67640.000,291.023,0.679,0.983,0.864,0.760,0.006,0.001,0.578,0.990,CALI
66540.000,1015.555,393.797,216.634,1.818,0.835,67380.000,291.069,0.771,0.988,0.811,0.739,0.006,0.001,0.546,0.993,CALI
66550.000,998.751,381.807,223.086,1.711,0.812,67255.000,291.091,0.810,0.990,0.838,0.762,0.006,0.001,0.581,0.995,CALI
66601.000,983.216,373.384,228.888,1.631,0.790,67832.000,291.203,0.751,0.982,0.866,0.780,0.006,0.001,0.608,0.992,CALI
66617.000,1018.106,406.266,209.715,1.937,0.856,67508.000,291.238,0.799,0.987,0.808,0.717,0.006,0.001,0.514,0.996,CALI
66636.000,989.086,372.434,230.845,1.613,0.785,68019.000,291.279,0.779,0.980,0.856,0.782,0.006,0.001,0.612,0.987,CALI
66664.000,999.648,384.579,222.961,1.725,0.815,67764.000,291.340,0.780,0.984,0.838,0.758,0.006,0.001,0.574,0.990,CALI
66678.000,993.912,389.537,222.081,1.754,0.822,68362.000,291.371,0.716,0.975,0.848,0.748,0.006,0.001,0.559,0.981,CALI
66688.000,987.264,377.874,227.109,1.664,0.799,67716.000,291.393,0.692,0.985,0.860,0.771,0.006,0.001,0.595,0.989,CALI
66693.000,985.429,373.907,227.769,1.642,0.793,67361.000,291.404,0.808,0.990,0.863,0.779,0.006,0.001,0.607,0.997,CALI
66697.000,1000.308,383.961,223.756,1.716,0.813,67724.000,291.413,0.810,0.985,0.838,0.759,0.006,0.001,0.576,0.988,CALI
66700.000,993.616,373.660,229.831,1.626,0.788,67836.000,291.419,0.796,0.983,0.849,0.780,0.006,0.001,0.608,0.989,CALI
66734.000,1006.609,393.817,217.174,1.813,0.834,67521.000,291.493,0.798,0.988,0.828,0.740,0.006,0.001,0.548,0.993,CALI
66734.000,975.556,366.179,234.776,1.560,0.767,68092.000,291.493,0.689,0.980,0.881,0.796,0.005,0.001,0.634,0.988,CALI
66737.000,972.110,374.870,227.088,1.651,0.796,67291.000,291.500,0.780,0.992,0.887,0.778,0.006,0.001,0.605,0.998,CALI
66737.000,963.422,366.609,232.926,1.574,0.772,67677.000,291.500,0.729,0.986,0.904,0.795,0.005,0.001,0.632,0.995,CALI
66744.000,986.985,380.827,224.215,1.698,0.808,67410.000,291.515,0.807,0.990,0.861,0.765,0.006,0.001,0.586,0.995,CALI
66768.000,980.172,372.066,229.545,1.621,0.787,67547.000,291.568,0.802,0.988,0.873,0.784,0.006,0.001,0.614,0.995,CALI
66792.000,987.871,379.963,227.042,1.674,0.802,68160.000,291.620,0.774,0.980,0.860,0.768,0.006,0.001,0.589,0.986,CALI
66832.000,1016.277,396.190,217.043,1.825,0.837,67791.000,291.707,0.764,0.986,0.813,0.736,0.006,0.001,0.542,0.990,CALI
66833.000,1018.336,400.397,214.346,1.868,0.845,67787.000,291.709,0.760,0.986,0.810,0.729,0.006,0.001,0.531,0.992,CALI
66873.000,1002.723,381.945,225.984,1.690,0.806,69064.000,291.797,0.775,0.968,0.836,0.764,0.006,0.001,0.584,0.986,CALI
66874.000,1024.488,408.240,209.548,1.948,0.858,67877.000,291.799,0.802,0.985,0.801,0.715,0.006,0.001,0.511,0.995,CALI
66877.000,1003.152,391.043,219.522,1.781,0.828,67627.000,291.805,0.806,0.989,0.835,0.746,0.006,0.001,0.557,0.992,CALI
66942.000,1014.517,394.258,218.210,1.807,0.833,67661.000,291.947,0.716,0.989,0.817,0.741,0.006,0.001,0.548,0.991,CALI
66966.000,991.524,379.882,226.436,1.678,0.803,68108.000,292.000,0.677,0.983,0.856,0.769,0.006,0.001,0.591,0.991,CALI
66967.000,997.021,388.604,221.178,1.757,0.822,68035.000,292.002,0.704,0.984,0.847,0.751,0.006,0.001,0.565,0.992,CALI
66972.000,986.094,368.111,232.493,1.583,0.775,67922.000,292.013,0.741,0.986,0.866,0.793,0.006,0.001,0.629,0.996,CALI
66973.000,1016.147,398.000,217.264,1.832,0.838,68392.000,292.015,0.795,0.979,0.815,0.734,0.006,0.001,0.538,0.986,CALI
66985.000,998.738,371.817,230.626,1.612,0.784,68002.000,292.041,0.710,0.985,0.844,0.785,0.006,0.001,0.617,0.995,CALI
66990.000,1004.139,375.181,230.342,1.629,0.789,68239.000,292.052,0.755,0.982,0.835,0.778,0.006,0.001,0.606,0.987,CALI
66997.000,978.189,381.136,226.263,1.684,0.805,68032.000,292.067,0.788,0.985,0.880,0.766,0.006,0.001,0.587,0.989,CALI
67013.000,974.899,357.409,240.154,1.488,0.741,67890.000,292.102,0.756,0.987,0.886,0.817,0.005,0.001,0.668,0.994,CALI
67031.000,977.642,370.571,232.035,1.597,0.780,67944.000,292.141,0.742,0.987,0.881,0.788,0.006,0.001,0.622,0.993,CALI
67044.000,981.016,376.872,228.252,1.651,0.796,67723.000,292.170,0.800,0.990,0.875,0.775,0.006,0.001,0.601,0.992,CALI
67055.000,1011.117,396.768,217.685,1.823,0.836,68471.000,292.194,0.797,0.979,0.824,0.736,0.006,0.001,0.542,0.989,CALI
67073.000,1006.501,384.277,224.233,1.714,0.812,68005.000,292.233,0.733,0.986,0.832,0.760,0.006,0.001,0.578,0.991,CALI
67087.000,1017.039,383.655,223.396,1.717,0.813,67725.000,292.263,0.799,0.991,0.815,0.762,0.006,0.001,0.580,0.997,CALI
67109.000,1017.317,397.485,218.458,1.820,0.835,68530.000,292.311,0.643,0.979,0.815,0.735,0.006,0.001,0.541,0.984,CALI
67184.000,987.838,373.105,231.367,1.613,0.785,68131.000,292.474,0.750,0.986,0.865,0.784,0.006,0.001,0.614,0.991,CALI
67194.000,1005.436,394.588,218.724,1.804,0.832,67865.000,292.496,0.648,0.990,0.835,0.741,0.006,0.001,0.549,0.991,CALI
67293.000,1019.205,399.058,215.683,1.850,0.841,68181.000,292.712,0.719,0.987,0.814,0.734,0.006,0.001,0.538,0.995,CALI
67336.000,1032.779,399.820,217.227,1.841,0.840,68914.000,292.805,0.690,0.977,0.793,0.732,0.006,0.001,0.536,0.987,CALI
67349.000,1002.202,385.164,224.057,1.719,0.813,68119.000,292.833,0.808,0.989,0.843,0.760,0.006,0.001,0.578,0.994,CALI
67360.000,998.540,391.008,220.740,1.771,0.825,68045.000,292.857,0.710,0.990,0.849,0.749,0.006,0.001,0.561,0.994,CALI
67381.000,998.588,380.682,227.703,1.672,0.801,68676.000,292.903,0.768,0.981,0.849,0.769,0.006,0.001,0.592,0.990,CALI
67397.000,1000.630,385.260,225.696,1.707,0.810,68657.000,292.938,0.786,0.982,0.846,0.760,0.006,0.001,0.578,0.987,CALI
67407.000,990.057,386.697,223.591,1.729,0.816,68200.000,292.959,0.743,0.988,0.864,0.758,0.006,0.001,0.574,0.993,CALI
67422.000,987.360,384.027,225.893,1.700,0.809,68542.000,292.992,0.762,0.984,0.869,0.763,0.006,0.001,0.582,0.990,CALI
67425.000,1007.262,397.798,216.502,1.837,0.839,68000.000,292.999,0.808,0.992,0.835,0.737,0.006,0.001,0.543,0.997,CALI
67448.000,1012.200,386.088,223.832,1.725,0.815,68315.000,293.049,0.803,0.987,0.827,0.759,0.006,0.001,0.576,0.994,CALI
67455.000,1001.021,386.598,223.785,1.728,0.815,68436.000,293.064,0.763,0.986,0.846,0.758,0.006,0.001,0.575,0.993,CALI
67467.000,1011.524,393.331,220.073,1.787,0.829,68144.000,293.090,0.739,0.990,0.829,0.745,0.006,0.001,0.555,0.992,CALI
67483.000,1025.448,387.627,224.965,1.723,0.814,69557.000,293.125,0.787,0.970,0.806,0.756,0.006,0.001,0.572,0.985,CALI
67502.000,993.036,371.387,234.184,1.586,0.776,69374.000,293.166,0.698,0.973,0.860,0.789,0.006,0.001,0.623,0.988,CALI
67513.000,1021.125,389.421,224.046,1.738,0.818,69075.000,293.190,0.780,0.977,0.814,0.753,0.006,0.001,0.567,0.985,CALI
67523.000,1017.032,399.303,218.117,1.831,0.838,68784.000,293.211,0.696,0.982,0.820,0.734,0.006,0.001,0.539,0.987,CALI
67549.000,991.709,384.414,224.283,1.714,0.812,68128.000,293.268,0.766,0.992,0.863,0.763,0.006,0.001,0.582,0.998,CALI
67569.000,1000.412,393.070,220.757,1.781,0.827,68609.000,293.311,0.711,0.985,0.848,0.746,0.006,0.001,0.557,0.991,CALI
67573.000,1024.508,396.941,221.545,1.792,0.830,69713.000,293.320,0.762,0.969,0.809,0.739,0.006,0.001,0.546,0.978,CALI
67585.000,1014.517,379.406,229.826,1.651,0.796,69220.000,293.346,0.726,0.976,0.825,0.773,0.006,0.001,0.598,0.987,CALI
67591.000,999.739,380.546,228.004,1.669,0.801,68387.000,293.359,0.705,0.988,0.850,0.771,0.006,0.001,0.594,0.992,CALI
67593.000,992.946,392.318,222.241,1.765,0.824,68881.000,293.363,0.724,0.981,0.862,0.748,0.006,0.001,0.559,0.987,CALI
67626.000,990.089,388.785,222.889,1.744,0.819,68420.000,293.435,0.783,0.988,0.867,0.755,0.006,0.001,0.570,0.994,CALI
67666.000,982.672,379.874,228.425,1.663,0.799,68581.000,293.522,0.769,0.987,0.881,0.773,0.006,0.001,0.597,0.993,CALI
67704.000,1000.748,388.252,223.169,1.740,0.818,68428.000,293.604,0.769,0.989,0.850,0.756,0.006,0.001,0.572,0.995,CALI
67766.000,996.422,392.894,222.237,1.768,0.825,69060.000,293.739,0.685,0.981,0.858,0.748,0.006,0.001,0.559,0.988,CALI
67796.000,1020.867,404.659,215.613,1.877,0.846,69042.000,293.804,0.777,0.982,0.817,0.726,0.006,0.001,0.527,0.989,CALI
67812.000,1029.053,387.490,225.075,1.722,0.814,69284.000,293.838,0.814,0.979,0.805,0.758,0.006,0.001,0.575,0.990,CALI
67844.000,1014.851,390.126,225.083,1.733,0.817,69449.000,293.908,0.697,0.977,0.828,0.753,0.006,0.001,0.568,0.984,CALI
67882.000,991.604,392.736,221.549,1.773,0.826,68565.000,293.990,0.712,0.990,0.868,0.749,0.006,0.001,0.560,0.993,CALI
67882.000,989.450,380.797,228.211,1.669,0.801,68501.000,293.990,0.743,0.991,0.871,0.772,0.006,0.001,0.596,0.995,CALI
67889.000,1009.017,381.726,229.927,1.660,0.798,69235.000,294.005,0.761,0.981,0.838,0.770,0.006,0.001,0.593,0.985,CALI
67899.000,1004.907,396.027,220.196,1.799,0.831,68695.000,294.027,0.827,0.988,0.845,0.742,0.006,0.001,0.551,0.991,CALI
67909.000,1003.736,389.097,225.410,1.726,0.815,69501.000,294.048,0.711,0.977,0.847,0.756,0.006,0.001,0.571,0.986,CALI
67916.000,989.997,362.824,240.029,1.512,0.750,68706.000,294.063,0.757,0.989,0.871,0.810,0.005,0.001,0.657,0.993,CALI
67922.000,1003.522,388.247,224.644,1.728,0.816,68623.000,294.076,0.677,0.990,0.848,0.757,0.006,0.001,0.574,0.992,CALI
67935.000,989.286,378.067,231.005,1.637,0.792,68767.000,294.105,0.811,0.988,0.872,0.778,0.006,0.001,0.605,0.990,CALI
67943.000,1015.562,383.738,227.105,1.690,0.806,68691.000,294.122,0.685,0.989,0.828,0.766,0.006,0.001,0.587,0.993,CALI
67953.000,991.332,385.565,225.905,1.707,0.810,68997.000,294.144,0.728,0.985,0.869,0.763,0.006,0.001,0.582,0.993,CALI
67976.000,995.582,382.464,229.656,1.665,0.800,69399.000,294.193,0.725,0.980,0.862,0.769,0.006,0.001,0.592,0.985,CALI
67987.000,1014.640,398.001,219.215,1.816,0.835,68693.000,294.217,0.807,0.990,0.830,0.739,0.006,0.001,0.546,0.992,CALI
68008.000,996.629,371.706,234.442,1.585,0.776,69070.000,294.263,0.725,0.985,0.860,0.792,0.005,0.001,0.627,0.994,CALI
68020.000,1007.399,396.924,221.094,1.795,0.831,69372.000,294.289,0.754,0.981,0.842,0.741,0.006,0.001,0.550,0.987,CALI
68033.000,1005.269,384.983,226.319,1.701,0.809,68739.000,294.317,0.666,0.990,0.846,0.764,0.006,0.001,0.584,0.994,CALI
68043.000,1001.937,383.808,227.356,1.688,0.806,69027.000,294.338,0.688,0.986,0.852,0.767,0.006,0.001,0.588,0.993,CALI
68045.000,1028.051,401.017,217.559,1.843,0.840,69048.000,294.343,0.688,0.985,0.809,0.734,0.006,0.001,0.539,0.993,CALI
68068.000,990.337,385.207,227.200,1.695,0.808,68964.000,294.392,0.801,0.987,0.872,0.764,0.006,0.001,0.584,0.990,CALI
68100.000,1014.884,384.196,227.062,1.692,0.807,69047.000,294.462,0.723,0.986,0.831,0.766,0.006,0.001,0.587,0.994,CALI
68197.000,1008.009,368.323,238.737,1.543,0.761,69740.000,294.671,0.728,0.978,0.843,0.800,0.005,0.001,0.640,0.987,CALI
68226.000,1011.284,385.876,227.534,1.696,0.808,69707.000,294.734,0.789,0.979,0.838,0.764,0.006,0.001,0.583,0.989,CALI
68234.000,988.005,383.972,228.175,1.683,0.804,69335.000,294.751,0.788,0.984,0.878,0.768,0.006,0.001,0.589,0.992,CALI
68256.000,1015.699,395.595,221.897,1.783,0.828,69414.000,294.799,0.798,0.983,0.831,0.745,0.006,0.001,0.555,0.990,CALI
68264.000,1027.426,408.548,215.819,1.893,0.849,69822.000,294.816,0.733,0.978,0.813,0.722,0.006,0.001,0.521,0.986,CALI
68267.000,1020.269,400.802,218.381,1.835,0.839,68866.000,294.822,0.670,0.991,0.824,0.736,0.006,0.001,0.541,0.993,CALI
68272.000,1007.016,398.620,219.955,1.812,0.834,68885.000,294.833,0.657,0.991,0.846,0.740,0.006,0.001,0.547,0.991,CALI
